keyphrase	tfidf	cuewords	localspan	cscore	dispersion	keyword
understanding of the architecture	0.0	0.0	0.0	2.0	0.0	False
architecture and the hardware	0.0	0.0	0.0	2.0	0.0	False
stream understanding of architecture	0.0	0.0	0.0	2.0	0.0	False
architecture how it influences	0.0	0.0	0.0	2.0	0.0	False
administrator where your responsibility	0.0	0.0	0.0	2.0	0.0	False
computers so once agin	0.0	0.0	0.0	2.0	0.0	False
understanding of the system	0.0	0.0	0.0	2.0	0.0	False
important and this knowledge	0.0	0.0	0.0	2.0	0.0	False
knowledge of basic principles	0.0	0.0	0.0	2.0	0.0	False
principles and the relations	0.0	0.0	0.0	2.0	0.0	False
relations with basic performance	0.0	0.0	0.0	2.0	0.0	False
exciting area of embedded	0.0	0.0	0.0	2.0	0.0	False
area of embedded computers	0.0	0.0	0.0	2.0	0.0	False
embedded computers where computer	0.0	0.0	0.0	2.0	0.0	False
system it is embedded	0.0	0.0	0.0	2.0	0.0	False
embedded some where deep	0.0	0.0	0.0	2.0	0.0	False
deep in the system	0.0	0.0	0.0	2.0	0.0	False
system and that throws	0.0	0.0	0.0	2.0	0.0	False
end up in designing	0.0	0.0	0.0	2.0	0.0	False
designing a new application	0.0	0.0	0.0	2.0	0.0	False
computer is an embedded	0.0	0.0	0.0	2.0	0.0	False
computer architecture um simplest	0.0	0.0	0.0	2.0	0.0	False
simplest way of giving	0.0	0.0	0.0	2.0	0.0	False
idea what computer achitecture	0.0	0.0	0.0	2.0	0.0	False
achitecture is to relate	0.0	0.0	0.0	2.0	0.0	False
architectural buildings building architecture	0.0	0.0	0.0	2.0	0.0	False
layout where you decide	0.0	0.0	0.0	2.0	0.0	False
functionality of different components	0.0	0.0	0.0	2.0	0.0	False
area this is dining	0.0	0.0	0.0	2.0	0.0	False
area this is kitchen	0.0	0.0	0.0	2.0	0.0	False
function of different parts	0.0	0.0	0.0	2.0	0.0	False
parts of the building	0.0	0.0	0.0	2.0	0.0	False
hand a civil engineer	0.0	0.0	0.0	2.0	0.0	False
architecture of the building	0.0	0.0	0.0	2.0	0.0	False
building and do structured	0.0	0.0	0.0	2.0	0.0	False
structured design which means	0.0	0.0	0.0	2.0	0.0	False
stresses and strains durability	0.0	0.0	0.0	2.0	0.0	False
engineer does for building	0.0	0.0	0.0	2.0	0.0	False
computer and what logic	0.0	0.0	0.0	2.0	0.0	False
logic design or circuit	0.0	0.0	0.0	2.0	0.0	False
design or circuit design	0.0	0.0	0.0	2.0	0.0	False
functionality of the computer	0.0	0.0	0.0	2.0	0.0	False
operation it can perform	0.0	0.0	0.0	2.0	0.0	False
realise this functionality realise	0.0	0.0	0.0	2.0	0.0	False
functionality realise this plan	0.0	0.0	0.0	2.0	0.0	False
plan you need circuit	0.0	0.0	0.0	2.0	0.0	False
basic components together transistors	0.0	0.0	0.0	2.0	0.0	False
components together transistors registers	0.0	0.0	0.0	2.0	0.0	False
make all this happen	0.0	0.0	0.0	2.0	0.0	False
happen so our focus	0.0	0.0	0.0	2.0	0.0	False
bit towards the design	0.0	0.0	0.0	2.0	0.0	False
issue of various abstractions	0.0	0.0	0.0	2.0	0.0	False
abstractions um you find	0.0	0.0	0.0	2.0	0.0	False
abstractions in all disciplines	0.0	0.0	0.0	2.0	0.0	False
science but in computers	0.0	0.0	0.0	2.0	0.0	False
abstraction what abstraction means	0.0	0.0	0.0	2.0	0.0	False
means that you leave	0.0	0.0	0.0	2.0	0.0	False
focus on um focus	0.0	0.0	0.0	2.0	0.0	False
essentially they are separated	0.0	0.0	0.0	2.0	0.0	False
separated by several layers	0.0	0.0	0.0	2.0	0.0	False
abstraction similarly the architecture	0.0	0.0	0.0	2.0	0.0	False
architecture and the software	0.0	0.0	0.0	2.0	0.0	False
seperated by several layers	0.0	0.0	0.0	2.0	0.0	False
coping with the complexity	0.0	0.0	0.0	2.0	0.0	False
level of basic components	0.0	0.0	0.0	2.0	0.0	False
basic components from circuit	0.0	0.0	0.0	2.0	0.0	False
components from circuit point	0.0	0.0	0.0	2.0	0.0	False
circuit point of view	0.0	0.0	0.0	2.0	0.0	False
view there are millions	0.0	0.0	0.0	2.0	0.0	False
millions of basic components	0.0	0.0	0.0	2.0	0.0	False
start defining your computer	0.0	0.0	0.0	2.0	0.0	False
terms of these components	0.0	0.0	0.0	2.0	0.0	False
extremely complex and mind	0.0	0.0	0.0	2.0	0.0	False
complex and mind boggling	0.0	0.0	0.0	2.0	0.0	False
lets look at software	0.0	0.0	0.0	2.0	0.0	False
problem you can write	0.0	0.0	0.0	2.0	0.0	False
solution for that problem	0.0	0.0	0.0	2.0	0.0	False
function which simply adds	0.0	0.0	0.0	2.0	0.0	False
simply adds two numbers	0.0	0.0	0.0	2.0	0.0	False
two numbers and returns	0.0	0.0	0.0	2.0	0.0	False
high level language programmer	0.0	0.0	0.0	2.0	0.0	False
write these few lines	0.0	0.0	0.0	2.0	0.0	False
computer does not understand	0.0	0.0	0.0	2.0	0.0	False
translated into a language	0.0	0.0	0.0	2.0	0.0	False
easily so a compiler	0.0	0.0	0.0	2.0	0.0	False
produce an eqivalent program	0.0	0.0	0.0	2.0	0.0	False
program in assembly language	0.0	0.0	0.0	2.0	0.0	False
process which is automat	0.0	0.0	0.0	2.0	0.0	False
automat by a compiler	0.0	0.0	0.0	2.0	0.0	False
notice that this simple	0.0	0.0	0.0	2.0	0.0	False
simple computation is broken	0.0	0.0	0.0	2.0	0.0	False
broken down into number	0.0	0.0	0.0	2.0	0.0	False
step is an instruction	0.0	0.0	0.0	2.0	0.0	False
essentially preparing the data	0.0	0.0	0.0	2.0	0.0	False
addition can be done	0.0	0.0	0.0	2.0	0.0	False
done they are putting	0.0	0.0	0.0	2.0	0.0	False
data in the right	0.0	0.0	0.0	2.0	0.0	False
inside processor can perform	0.0	0.0	0.0	2.0	0.0	False
processor can perform addition	0.0	0.0	0.0	2.0	0.0	False
required to actually link	0.0	0.0	0.0	2.0	0.0	False
function to main program	0.0	0.0	0.0	2.0	0.0	False
form which is understood	0.0	0.0	0.0	2.0	0.0	False
understood by the computer	0.0	0.0	0.0	2.0	0.0	False
job of a program	0.0	0.0	0.0	2.0	0.0	False
program called assembler assembler	0.0	0.0	0.0	2.0	0.0	False
simpler um each step	0.0	0.0	0.0	2.0	0.0	False
translated into a number	0.0	0.0	0.0	2.0	0.0	False
number or a sequence	0.0	0.0	0.0	2.0	0.0	False
language program or machine	0.0	0.0	0.0	2.0	0.0	False
program or machine code	0.0	0.0	0.0	2.0	0.0	False
code so each step	0.0	0.0	0.0	2.0	0.0	False
essentially a number number	0.0	0.0	0.0	2.0	0.0	False
number is a hexa	0.0	0.0	0.0	2.0	0.0	False
number to the base	0.0	0.0	0.0	2.0	0.0	False
sixteen so two hexa	0.0	0.0	0.0	2.0	0.0	False
two hexa decimal digits	0.0	0.0	0.0	2.0	0.0	False
bit number or bytes	0.0	0.0	0.0	2.0	0.0	False
program and in turn	0.0	0.0	0.0	2.0	0.0	False
originally written by programmer	0.0	0.0	0.0	2.0	0.0	False
written not in terms	0.0	0.0	0.0	2.0	0.0	False
corresponds with binary notation	0.0	0.0	0.0	2.0	0.0	False
notation inside a computer	0.0	0.0	0.0	2.0	0.0	False
data or program data	0.0	0.0	0.0	2.0	0.0	False
program data or instructions	0.0	0.0	0.0	2.0	0.0	False
instructions the numbers don	0.0	0.0	0.0	2.0	0.0	False
side of the picture	0.0	0.0	0.0	2.0	0.0	False
high level language program	0.0	0.0	3.99698113208	8.0	0.0642748261561	False
program you normally deal	0.0	0.0	0.0	2.0	0.0	False
hardware understands the hardware	0.0	0.0	0.0	2.0	0.0	False
abstraction one major module	0.0	0.0	0.0	2.0	0.0	False
module there is cpu	0.0	0.0	0.0	2.0	0.0	False
unit you have memory	0.0	0.0	0.0	2.0	0.0	False
memory you have input	0.0	0.0	0.0	2.0	0.0	False
devices and their controllers	0.0	0.0	0.0	2.0	0.0	False
mouse keyboard display disk	0.0	0.0	0.0	2.0	0.0	False
keyboard display disk drive	0.0	0.0	0.0	2.0	0.0	False
drive they are connected	0.0	0.0	0.0	2.0	0.0	False
connected to the system	0.0	0.0	0.0	2.0	0.0	False
system through a bus	0.0	0.0	0.0	2.0	0.0	False
bus and some controller	0.0	0.0	0.0	2.0	0.0	False
bus this a memory	0.0	0.0	0.0	2.0	0.0	False
cpu you will find	0.0	0.0	0.0	2.0	0.0	False
program counter register file	0.0	0.0	0.0	2.0	0.0	False
counter register file alu	0.0	0.0	0.0	2.0	0.0	False
file alu and bus	0.0	0.0	0.0	2.0	0.0	False
alu and bus interface	0.0	0.0	0.0	2.0	0.0	False
bus interface program counter	0.0	0.0	0.0	2.0	0.0	False
program counter keeps track	0.0	0.0	0.0	2.0	0.0	False
track of current instruction	0.0	0.0	0.0	2.0	0.0	False
current instruction being executed	0.0	0.0	0.0	2.0	0.0	False
instruction being executed register	0.0	0.0	0.0	2.0	0.0	False
executed register file stores	0.0	0.0	0.0	2.0	0.0	False
register file stores operand	0.0	0.0	0.0	2.0	0.0	False
performs um various operations	0.0	0.0	0.0	2.0	0.0	False
arithmetical logical relational comparison	0.0	0.0	0.0	2.0	0.0	False
logical relational comparison operation	0.0	0.0	0.0	2.0	0.0	False
comparison operation and bus	0.0	0.0	0.0	2.0	0.0	False
operation and bus interface	0.0	0.0	0.0	2.0	0.0	False
composed of several gates	0.0	0.0	0.0	2.0	0.0	False
gates of different types	0.0	0.0	0.0	2.0	0.0	False
gates exclusive or gates	0.0	0.0	0.0	2.0	0.0	False
consisting of basic devices	0.0	0.0	0.0	2.0	0.0	False
basic devices transistor register	0.0	0.0	0.0	2.0	0.0	False
level um of transistors	0.0	0.0	0.0	2.0	0.0	False
transistors of basic devices	0.0	0.0	0.0	2.0	0.0	False
number of components mounted	0.0	0.0	0.0	2.0	0.0	False
side you have power	0.0	0.0	0.0	2.0	0.0	False
side on the bottom	0.0	0.0	0.0	2.0	0.0	False
peripherals okay a floppy	0.0	0.0	0.0	2.0	0.0	False
disk drive hard disk	0.0	0.0	0.0	2.0	0.0	False
hard disk drive cdrom	0.0	0.0	0.0	2.0	0.0	False
bar these are fins	0.0	0.0	0.0	2.0	0.0	False
fins of heat sink	0.0	0.0	0.0	2.0	0.0	False
cpu or the heart	0.0	0.0	0.0	2.0	0.0	False
area more closely zoomed	0.0	0.0	0.0	2.0	0.0	False
part of the processor	0.0	0.0	3.99773584906	6.0	0.0	False
processor these are slots	0.0	0.0	0.0	4.0	0.0	False
visible this is part	0.0	0.0	0.0	2.0	0.0	False
plug in input output	0.0	0.0	0.0	2.0	0.0	False
connected to the computer	0.0	0.0	0.0	2.0	0.0	False
memory individual memory chips	0.0	0.0	0.0	2.0	0.0	False
chips all this put	0.0	0.0	0.0	2.0	0.0	False
form a memory module	0.0	0.0	0.0	2.0	0.0	False
form the complete memory	0.0	0.0	0.0	2.0	0.0	False
seagate hard disk drive	0.0	0.0	0.0	2.0	0.0	False
disk drive okay shown	0.0	0.0	0.0	2.0	0.0	False
shown from two sides	0.0	0.0	0.0	2.0	0.0	False
part is the disk	0.0	0.0	0.0	2.0	0.0	False
medium on which recording	0.0	0.0	0.0	2.0	0.0	False
idea of now hardware	0.0	0.0	0.0	2.0	0.0	False
software what ever layers	0.0	0.0	0.0	2.0	0.0	False
abstraction and this picture	0.0	0.0	0.0	2.0	0.0	False
level you see machine	0.0	0.0	0.0	2.0	0.0	False
language which i showed	0.0	0.0	0.0	2.0	0.0	False
major building block registers	0.0	0.0	0.0	2.0	0.0	False
building block registers adders	0.0	0.0	0.0	2.0	0.0	False
individual components and transistors	0.0	0.0	0.0	2.0	0.0	False
transistors so our focus	0.0	0.0	0.0	2.0	0.0	False
define the basic capability	0.0	0.0	0.0	2.0	0.0	False
capability of a processor	0.0	0.0	0.0	2.0	0.0	False
defined by a set	0.0	0.0	0.0	2.0	0.0	False
terms of those machine	0.0	0.0	0.0	2.0	0.0	False
hierarchy here within hardware	0.0	0.0	0.0	2.0	0.0	False
hierarchy within software architecture	0.0	0.0	0.0	2.0	0.0	False
level or at micro	0.0	0.0	0.0	2.0	0.0	False
architecture level so instruction	0.0	0.0	0.0	2.0	0.0	False
level so instruction set	0.0	0.0	0.0	2.0	0.0	False
instruction set architecture refers	0.0	0.0	0.0	2.0	0.0	False
level visible to programmer	0.0	0.0	0.0	2.0	0.0	False
programmer is not concerned	0.0	0.0	0.0	2.0	0.0	False
concerned about your transistors	0.0	0.0	0.0	2.0	0.0	False
transistors or your gates	0.0	0.0	0.0	2.0	0.0	False
gates or your flip	0.0	0.0	0.0	2.0	0.0	False
flip flops or adders	0.0	0.0	0.0	2.0	0.0	False
basic unit of computation	0.0	0.0	0.0	2.0	0.0	False
computation is an instruction	0.0	0.0	0.0	2.0	0.0	False
instruction whereas micro architecture	0.0	0.0	0.0	2.0	0.0	False
architecture is what concerns	0.0	0.0	0.0	2.0	0.0	False
concerns a hardware design	0.0	0.0	0.0	2.0	0.0	False
fills up the gap	0.0	0.0	0.0	2.0	0.0	False
gap between the instruction	0.0	0.0	0.0	2.0	0.0	False
instruction and the logic	0.0	0.0	0.0	2.0	0.0	False
alu or an register	0.0	0.0	0.0	2.0	0.0	False
place instruction set architecture	0.0	0.0	0.0	2.0	0.0	False
top you have application	0.0	0.0	0.0	2.0	0.0	False
run on a processor	0.0	0.0	0.0	2.0	0.0	False
translate these high level	0.0	0.0	0.0	2.0	0.0	False
level programs to machine	0.0	0.0	0.0	2.0	0.0	False
programs to machine code	0.0	0.0	0.0	2.0	0.0	False
compile load and execute	0.0	0.0	0.0	2.0	0.0	False
load and execute programs	0.0	0.0	0.0	2.0	0.0	False
programs um below isa	0.0	0.0	0.0	2.0	0.0	False
design the broad cpu	0.0	0.0	0.0	2.0	0.0	False
level you have circuit	0.0	0.0	0.0	2.0	0.0	False
circuit for physically realizing	0.0	0.0	0.0	2.0	0.0	False
transistor where you place	0.0	0.0	0.0	2.0	0.0	False
wire how you interconnect	0.0	0.0	0.0	2.0	0.0	False
network but physical dimension	0.0	0.0	0.0	2.0	0.0	False
physical dimension physical manifestation	0.0	0.0	0.0	2.0	0.0	False
physical manifestation is assigned	0.0	0.0	0.0	2.0	0.0	False
assigned to these components	0.0	0.0	0.0	2.0	0.0	False
mentioned earlier assembly language	0.0	0.0	0.0	2.0	0.0	False
earlier assembly language view	0.0	0.0	0.0	2.0	0.0	False
assembly language view defines	0.0	0.0	0.0	2.0	0.0	False
defines what a processor	0.0	0.0	0.0	2.0	0.0	False
state changes from instruction	0.0	0.0	0.0	2.0	0.0	False
instruction as you execute	0.0	0.0	0.0	2.0	0.0	False
instruction um the processor	0.0	0.0	0.0	2.0	0.0	False
state to other state	0.0	0.0	0.0	2.0	0.0	False
defined state is defined	0.0	0.0	0.0	2.0	0.0	False
contents of its memory	0.0	0.0	0.0	2.0	0.0	False
contents of various registers	0.0	0.0	0.0	2.0	0.0	False
registers and flip flops	0.0	0.0	0.0	2.0	0.0	False
memory whereas memory contents	0.0	0.0	0.0	2.0	0.0	False
permanent data and program	0.0	0.0	0.0	2.0	0.0	False
addition typically the operand	0.0	0.0	0.0	2.0	0.0	False
file and the result	0.0	0.0	0.0	2.0	0.0	False
file um the programmer	0.0	0.0	0.0	2.0	0.0	False
programmer at assembly language	0.0	0.0	0.0	2.0	0.0	False
worry about how instructions	0.0	0.0	0.0	2.0	0.0	False
instruction how each instruction	0.0	0.0	0.0	2.0	0.0	False
decimal digits for convenience	0.0	0.0	0.0	2.0	0.0	False
abstraction we have compilers	0.0	0.0	0.0	2.0	0.0	False
programs below this layer	0.0	0.0	0.0	2.0	0.0	False
layer you have hardware	0.0	0.0	0.0	2.0	0.0	False
hardware components high level	0.0	0.0	0.0	2.0	0.0	False
high level as register	0.0	0.0	0.0	2.0	0.0	False
level as register files	0.0	0.0	0.0	2.0	0.0	False
low level as transistors	0.0	0.0	0.0	2.0	0.0	False
resistances which actually make	0.0	0.0	0.0	2.0	0.0	False
make this instruction set	0.0	0.0	0.0	2.0	0.0	False
architect has to worry	0.0	0.0	0.0	2.0	0.0	False
talking mostly of performance	0.0	0.0	0.0	2.0	0.0	False
issues such as power	0.0	0.0	0.0	2.0	0.0	False
talking of hand held	0.0	0.0	0.0	2.0	0.0	False
hand held devices devices	0.0	0.0	0.0	2.0	0.0	False
small computers lap tops	0.0	0.0	0.0	2.0	0.0	False
lap tops mobile phones	0.0	0.0	0.0	2.0	0.0	False
rate then the battery	0.0	0.0	0.0	2.0	0.0	False
long so your task	0.0	0.0	0.0	2.0	0.0	False
out computation while consuming	0.0	0.0	0.0	2.0	0.0	False
consuming as little power	0.0	0.0	0.0	2.0	0.0	False
performance is the dominating	0.0	0.0	0.0	2.0	0.0	False
dominating issue sometime power	0.0	0.0	0.0	2.0	0.0	False
power is the dominating	0.0	0.0	0.0	2.0	0.0	False
done ultimately the cost	0.0	0.0	0.0	2.0	0.0	False
instruction but some methods	0.0	0.0	0.0	2.0	0.0	False
expensive they may require	0.0	0.0	0.0	2.0	0.0	False
require lots and lots	0.0	0.0	0.0	2.0	0.0	False
judgement of an architect	0.0	0.0	0.0	2.0	0.0	False
architect lies in making	0.0	0.0	0.0	2.0	0.0	False
lies in making right	0.0	0.0	0.0	2.0	0.0	False
right choice while designing	0.0	0.0	0.0	2.0	0.0	False
computer works is captured	0.0	0.0	0.0	2.0	0.0	False
memory which contains code	0.0	0.0	0.0	2.0	0.0	False
program in machine language	0.0	0.0	0.0	2.0	0.0	False
language and the data	0.0	0.0	0.0	2.0	0.0	False
bring in the data	0.0	0.0	0.0	2.0	0.0	False
operate and after computations	0.0	0.0	0.0	2.0	0.0	False
done take the results	0.0	0.0	0.0	2.0	0.0	False
out um often memory	0.0	0.0	0.0	2.0	0.0	False
memory contains a specialized	0.0	0.0	0.0	2.0	0.0	False
specialized structure called stack	0.0	0.0	0.0	2.0	0.0	False
hierarchy of the program	0.0	0.0	0.0	2.0	0.0	False
abstractions the other block	0.0	0.0	0.0	2.0	0.0	False
block or the heart	0.0	0.0	0.0	2.0	0.0	False
components as i showed	0.0	0.0	0.0	2.0	0.0	False
earlier is the program	0.0	0.0	0.0	2.0	0.0	False
program counter and alu	0.0	0.0	0.0	2.0	0.0	False
counter and alu registers	0.0	0.0	0.0	2.0	0.0	False
alu registers condition codes	0.0	0.0	0.0	2.0	0.0	False
arithematic and logical operations	0.0	0.0	0.0	2.0	0.0	False
operations um the operands	0.0	0.0	0.0	2.0	0.0	False
brought from the memory	0.0	0.0	0.0	2.0	0.0	False
back to the memory	0.0	0.0	0.0	2.0	0.0	False
picking up an instruction	0.0	0.0	0.0	2.0	0.0	False
instruction alu will carry	0.0	0.0	0.0	2.0	0.0	False
carry out the desired	0.0	0.0	0.0	2.0	0.0	False
out the desired operation	0.0	0.0	0.0	2.0	0.0	False
manner um the instruction	0.0	0.0	0.0	2.0	0.0	False
invoke what alu supposed	0.0	0.0	0.0	2.0	0.0	False
controller within the cpu	0.0	0.0	0.0	2.0	0.0	False
guide all this components	0.0	0.0	0.0	2.0	0.0	False
thing at the right	0.0	0.0	0.0	2.0	0.0	False
typically after a operation	0.0	0.0	0.0	2.0	0.0	False
code which are set	0.0	0.0	0.0	2.0	0.0	False
part of the register	0.0	0.0	0.0	2.0	0.0	False
subsequently for decision making	0.0	0.0	0.0	2.0	0.0	False
helps in providing branches	0.0	0.0	0.0	2.0	0.0	False
providing branches and loops	0.0	0.0	0.0	2.0	0.0	False
processor or simple processor	0.0	0.0	0.0	2.0	0.0	False
abstraction like this simply	0.0	0.0	0.0	2.0	0.0	False
processor works in terms	0.0	0.0	0.0	2.0	0.0	False
terms of simple instruction	0.0	0.0	0.0	2.0	0.0	False
instruction which are representation	0.0	0.0	0.0	2.0	0.0	False
information may get lost	0.0	0.0	0.0	2.0	0.0	False
simplification is being done	0.0	0.0	0.0	2.0	0.0	False
registers or memory words	0.0	0.0	0.0	2.0	0.0	False
words you will store	0.0	0.0	0.0	2.0	0.0	False
supposedly integers and reals	0.0	0.0	0.0	2.0	0.0	False
abstraction only a representation	0.0	0.0	0.0	2.0	0.0	False
exact okay so integers	0.0	0.0	0.0	2.0	0.0	False
understand mathematics are unbounded	0.0	0.0	0.0	2.0	0.0	False
talk of real programs	0.0	0.0	0.0	2.0	0.0	False
programs and real hardware	0.0	0.0	0.0	2.0	0.0	False
finite number of bits	0.0	0.0	2.99773584906	6.0	0.0	False
two integer in mathematics	0.0	0.0	0.0	2.0	0.0	False
mathematics and you perform	0.0	0.0	0.0	2.0	0.0	False
addition of two integers	0.0	0.0	0.0	4.0	0.0	False
integers and finite number	0.0	0.0	0.0	2.0	0.0	False
similarly what you represent	0.0	0.0	0.0	2.0	0.0	False
real numbers is concerned	0.0	0.0	0.0	2.0	0.0	False
properties which real number	0.0	0.0	0.0	2.0	0.0	False
real number would satisfy	0.0	0.0	0.0	2.0	0.0	False
working in mathematical domain	0.0	0.0	0.0	2.0	0.0	False
talking of real instructions	0.0	0.0	0.0	2.0	0.0	False
associativity is a property	0.0	0.0	0.0	2.0	0.0	False
abstracted in your computer	0.0	0.0	0.0	2.0	0.0	False
understand its assembly language	0.0	0.0	0.0	2.0	0.0	False
language but still understanding	0.0	0.0	0.0	2.0	0.0	False
understanding of asembly language	0.0	0.0	0.0	2.0	0.0	False
asembly language is required	0.0	0.0	0.0	2.0	0.0	False
required at the back	0.0	0.0	0.0	2.0	0.0	False
back of your mind	0.0	0.0	0.0	2.0	0.0	False
language is what instructions	0.0	0.0	0.0	2.0	0.0	False
program in a world	0.0	0.0	0.0	2.0	0.0	False
similarly um an abstract	0.0	0.0	0.0	2.0	0.0	False
abstract model of memory	0.0	0.0	0.0	2.0	0.0	False
unbounded array of bytes	0.0	0.0	0.0	2.0	0.0	False
words but physically memory	0.0	0.0	0.0	2.0	0.0	False
physically memory is bound	0.0	0.0	0.0	2.0	0.0	False
bound you have limit	0.0	0.0	0.0	2.0	0.0	False
bytes each has fixed	0.0	0.0	0.0	2.0	0.0	False
fixed number of bits	0.0	0.0	0.0	2.0	0.0	False
equally fast to read	0.0	0.0	0.0	2.0	0.0	False
memory may be fast	0.0	0.0	0.0	2.0	0.0	False
access to the memory	0.0	0.0	0.0	2.0	0.0	False
slow so what makes	0.0	0.0	0.0	2.0	0.0	False
flat array of bytes	0.0	0.0	0.0	2.0	0.0	False
structure in real practice	0.0	0.0	0.0	2.0	0.0	False
program often the discussion	0.0	0.0	0.0	2.0	0.0	False
line given a program	0.0	0.0	0.0	2.0	0.0	False
program has one complexity	0.0	0.0	0.0	2.0	0.0	False
terms of milli seconds	0.0	0.0	0.0	2.0	0.0	False
seconds seconds and minutes	0.0	0.0	0.0	2.0	0.0	False
mentioned about embedded computers	0.0	0.0	0.0	2.0	0.0	False
domain it will provide	0.0	0.0	0.0	2.0	0.0	False
typically require designing hardware	0.0	0.0	0.0	2.0	0.0	False
issues so embedded computers	0.0	0.0	0.0	2.0	0.0	False
computers are um treated	0.0	0.0	0.0	2.0	0.0	False
treated more as components	0.0	0.0	0.0	2.0	0.0	False
components okay embedded processor	0.0	0.0	0.0	2.0	0.0	False
embedded processor is part	0.0	0.0	0.0	2.0	0.0	False
part of a system	0.0	0.0	0.0	2.0	0.0	False
performs some intelligent function	0.0	0.0	0.0	2.0	0.0	False
view of a number	0.0	0.0	0.0	2.0	0.0	False
