keyphrase	tfidf	cuewords	localspan	cscore	dispersion	keyword
addition of new features	0.0	0.0	0.0	2.0	0.0000000000	False
syntax of ml expressions	0.0	0.0	0.0	2.0	0.0000000000	False
lisp in the sense	0.0	0.0	0.0	2.0	0.0000000000	False
features like the introduction	0.0	0.0	0.0	2.0	0.0000000000	False
introduction of modules introduction	0.0	0.0	0.0	2.0	0.0000000000	False
introduction of exceptional handling	0.0	0.0	0.0	2.0	0.0000000000	False
exceptional handling the introduction	0.0	0.0	0.0	2.0	0.0000000000	False
powerful data abstraction mechanisms	0.0	0.0	0.0	2.0	0.0000000000	False
mechanisms and a type	0.0	0.0	0.0	2.0	0.0000000000	False
checking ok so lisp	0.0	0.0	0.0	2.0	0.0000000000	False
lisp has no type	0.0	0.0	0.0	2.0	0.0000000000	False
checking at all right	0.0	0.0	0.0	2.0	0.0000000000	False
study the basic features	0.0	0.0	0.0	2.0	0.0000000000	False
basic features of languages	0.0	0.0	0.0	2.0	0.0000000000	True
thing like language design	0.0	0.0	0.0	2.0	0.0000000000	False
issue that the implementation	0.0	0.0	0.0	2.0	0.0000000000	False
implementation that the language	0.0	0.0	0.0	2.0	0.0000000000	False
language pascal has taught	0.0	0.0	0.0	2.0	0.0000000000	False
idea for a language	0.0	0.0	0.0	2.0	0.0000000000	False
unified primitives for expressing	0.0	0.0	0.0	2.0	0.0000000000	False
basically all your algorithms	0.0	0.0	0.0	2.0	0.0000000000	False
algorithms and data structures	0.0	0.0	0.0	2.0	0.0000000000	False
algol sixty like languages	0.0	0.0	0.0	2.0	0.0000000000	False
variations of the dialect	0.0	0.0	0.0	2.0	0.0000000000	False
pascal or algol system	0.0	0.0	0.0	2.0	0.0000000000	False
set of primitive operations	0.0	0.0	0.0	2.0	0.0000000000	False
read the source code	0.0	0.0	5.9978021978	6.0	0.0000000000	False
code of the program	0.0	0.0	0.0	2.0	0.0000000000	False
program like a book	0.0	0.0	0.0	2.0	0.0000000000	False
software that you write	0.0	0.0	0.0	2.0	0.0000000000	False
permanently fixed what hsppens	0.0	0.0	0.0	2.0	0.0000000000	False
bugs might be detected	0.0	0.0	0.0	2.0	0.0000000000	False
detected years and years	0.0	0.0	0.0	2.0	0.0000000000	False
years after their software	0.0	0.0	0.0	2.0	0.0000000000	False
software is been commissioned	0.0	0.0	0.0	2.0	0.0000000000	False
algorithms of the source	0.0	0.0	0.0	2.0	0.0000000000	False
contained so in fact	0.0	0.0	0.0	2.0	0.0000000000	False
efficiency and such consideration	0.0	0.0	0.0	2.0	0.0000000000	False
thing because it includes	0.0	0.0	0.0	2.0	0.0000000000	False
maintainability of the software	0.0	0.0	0.0	2.0	0.0000000000	False
persons who have written	0.0	0.0	0.0	2.0	0.0000000000	False
software so the software	0.0	0.0	0.0	2.0	0.0000000000	False
means that the source	0.0	0.0	0.0	2.0	0.0000000000	False
thing the second thing	0.0	0.0	0.0	2.0	0.0000000000	False
users use their piece	0.0	0.0	0.0	2.0	0.0000000000	False
adding some more conveniences	0.0	0.0	0.0	2.0	0.0000000000	False
part of the maintainability	0.0	0.0	0.0	2.0	0.0000000000	False
maintainability of a piece	0.0	0.0	0.0	2.0	0.0000000000	False
extensibility of the software	0.0	0.0	0.0	2.0	0.0000000000	False
original team that wrote	0.0	0.0	0.0	2.0	0.0000000000	False
abstraction the basic abstraction	0.0	0.0	0.0	2.0	0.0000000000	False
aware of the control	0.0	0.0	0.0	2.0	0.0000000000	False
control abstractions or things	0.0	0.0	0.0	2.0	0.0000000000	False
things like procedures functions	0.0	0.0	0.0	2.0	0.0000000000	False
kinds of control abstractions	0.0	0.0	0.0	2.0	0.0000000000	False
primitive kind of data	0.0	0.0	0.0	2.0	0.0000000000	False
kind of data abstraction	0.0	0.0	0.0	2.0	0.0000000000	False
arrays are one data	0.0	0.0	0.0	2.0	0.0000000000	False
data abstraction that means	0.0	0.0	0.0	2.0	0.0000000000	False
logical unit um records	0.0	0.0	0.0	2.0	0.0000000000	False
unit um records variant	0.0	0.0	0.0	2.0	0.0000000000	False
ability to take sets	0.0	0.0	0.0	2.0	0.0000000000	False
single unit so combinations	0.0	0.0	0.0	2.0	0.0000000000	False
operations and data abstractions	0.0	0.0	0.0	2.0	0.0000000000	False
languages like ml ada	0.0	0.0	0.0	2.0	0.0000000000	False
ada provide the notion	0.0	0.0	0.0	2.0	0.0000000000	False
variables and change types	0.0	0.0	0.0	2.0	0.0000000000	False
change types and instantiate	0.0	0.0	0.0	2.0	0.0000000000	False
instantiate the same kinds	0.0	0.0	0.0	2.0	0.0000000000	False
algorithms for example stacks	0.0	0.0	0.0	2.0	0.0000000000	False
talking of a stack	0.0	0.0	0.0	2.0	0.0000000000	False
stack of some record	0.0	0.0	0.0	2.0	0.0000000000	False
things the basic operation	0.0	0.0	0.0	2.0	0.0000000000	False
basic operation on stacks	0.0	0.0	0.0	2.0	0.0000000000	False
stacks are like pop	0.0	0.0	0.0	2.0	0.0000000000	False
push checking for emptiness	0.0	0.0	0.0	2.0	0.0000000000	False
repeat the code depending	0.0	0.0	0.0	2.0	0.0000000000	False
depending on the type	0.0	0.0	0.0	2.0	0.0000000000	False
type of the element	0.0	0.0	0.0	2.0	0.0000000000	False
element of the stack	0.0	0.0	0.0	2.0	0.0000000000	False
code carefully written verified	0.0	0.0	0.0	2.0	0.0000000000	False
right so the support	0.0	0.0	0.0	2.0	0.0000000000	False
important modern language design	0.0	0.0	0.0	2.0	0.0000000000	False
modern language design issue	0.0	0.0	0.0	2.0	0.0000000000	False
programs so the language	0.0	0.0	0.0	2.0	0.0000000000	False
language should also provide	0.0	0.0	0.0	2.0	0.0000000000	False
provide support for verification	0.0	0.0	0.0	2.0	0.0000000000	False
support for verification provability	0.0	0.0	0.0	2.0	0.0000000000	False
verification provability of programs	0.0	0.0	0.0	2.0	0.0000000000	False
programs not necessarily machine	0.0	0.0	0.0	2.0	0.0000000000	False
necessarily machine based provability	0.0	0.0	0.0	2.0	0.0000000000	False
provability but possibly hand	0.0	0.0	0.0	2.0	0.0000000000	False
possibly hand based provability	0.0	0.0	0.0	2.0	0.0000000000	False
provability or a mixture	0.0	0.0	0.0	2.0	0.0000000000	False
mixture or a user	0.0	0.0	0.0	2.0	0.0000000000	False
interactive provability of programs	0.0	0.0	0.0	2.0	0.0000000000	False
sixties where a lot	0.0	0.0	0.0	2.0	0.0000000000	False
expended in the case	0.0	0.0	0.0	2.0	0.0000000000	False
fortan and cobol compilers	0.0	0.0	0.0	2.0	0.0000000000	False
cobol compilers was portability	0.0	0.0	0.0	2.0	0.0000000000	False
means what it means	0.0	0.0	0.0	2.0	0.0000000000	False
oriented towards an end	0.0	0.0	0.0	2.0	0.0000000000	False
architecture or machine independent	0.0	0.0	0.0	4.0	0.0000000000	False
machine independent or machine	0.0	0.0	0.0	2.0	0.0000000000	False
kind of assembly instruction	0.0	0.0	0.0	2.0	0.0000000000	False
related to the machine	0.0	0.0	0.0	2.0	0.0000000000	False
machines if you ensure	0.0	0.0	0.0	2.0	0.0000000000	False
ensure that you language	0.0	0.0	0.0	2.0	0.0000000000	False
language is really architecture	0.0	0.0	0.0	2.0	0.0000000000	False
independent in the sense	0.0	0.0	0.0	2.0	0.0000000000	False
sense that your main	0.0	0.0	0.0	2.0	0.0000000000	False
convenience the abstractions required	0.0	0.0	0.0	2.0	0.0000000000	False
required for the user	0.0	0.0	0.0	2.0	0.0000000000	False
specific to particular machine	0.0	0.0	0.0	2.0	0.0000000000	False
sets of particular architecture	0.0	0.0	0.0	2.0	0.0000000000	False
based architectures or stack	0.0	0.0	0.0	2.0	0.0000000000	False
architectures or stack based	0.0	0.0	0.0	2.0	0.0000000000	False
architecture specific or machine	0.0	0.0	0.0	2.0	0.0000000000	False
move the entire language	0.0	0.0	0.0	2.0	0.0000000000	False
language to another machine	0.0	0.0	0.0	2.0	0.0000000000	False
minimum amount of effort	0.0	0.0	0.0	2.0	0.0000000000	False
changed when i move	0.0	0.0	0.0	2.0	0.0000000000	False
move an entire language	0.0	0.0	0.0	2.0	0.0000000000	False
implementation from one machine	0.0	0.0	0.0	2.0	0.0000000000	False
idea of the language	0.0	0.0	0.0	2.0	0.0000000000	False
design or the design	0.0	0.0	0.0	2.0	0.0000000000	False
design of its implementation	0.0	0.0	0.0	2.0	0.0000000000	False
ease of the implementation	0.0	0.0	0.0	4.0	0.0000000000	False
availability of ready algorithms	0.0	0.0	0.0	2.0	0.0000000000	False
ready algorithms for implementing	0.0	0.0	0.0	2.0	0.0000000000	False
reason for the success	0.0	0.0	0.0	2.0	0.0000000000	False
reason c c programs	0.0	0.0	0.0	2.0	0.0000000000	False
implementers trying to implement	0.0	0.0	0.0	2.0	0.0000000000	False
syntax common clear semantics	0.0	0.0	0.0	2.0	0.0000000000	False
semantics or the specification	0.0	0.0	0.0	2.0	0.0000000000	False
effects of each language	0.0	0.0	0.0	2.0	0.0000000000	False
language construct each construct	0.0	0.0	0.0	2.0	0.0000000000	False
construct in the language	0.0	0.0	0.0	2.0	0.0000000000	False
programs have to run	0.0	0.0	0.0	2.0	0.0000000000	False
efficiency of the implementation	0.0	0.0	0.0	2.0	0.0000000000	False
means compile time efficiency	0.0	0.0	0.0	2.0	0.0000000000	False
fast can you compile	0.0	0.0	0.0	2.0	0.0000000000	False
written in the language	0.0	0.0	3.99633699634	10.0	0.3824362606	False
language whereas this runtime	0.0	0.0	0.0	2.0	0.0000000000	False
support and the program	0.0	0.0	0.0	2.0	0.0000000000	False
fast as the programs	0.0	0.0	0.0	2.0	0.0000000000	False
run fast yeah ease	0.0	0.0	0.0	2.0	0.0000000000	False
talking about the maintenance	0.0	0.0	0.0	2.0	0.0000000000	False
maintenance of the language	0.0	0.0	0.0	2.0	0.0000000000	False
language by an implementation	0.0	0.0	0.0	2.0	0.0000000000	False
maintenance of the implementation	0.0	0.0	0.0	2.0	0.0000000000	False
implementation of the language	0.0	0.0	0.0	4.0	0.0000000000	False
bugs in the language	0.0	0.0	0.0	2.0	0.0000000000	False
compilation translation and support	0.0	0.0	0.0	2.0	0.0000000000	False
language should support subsets	0.0	0.0	0.0	2.0	0.0000000000	False
subsets of the language	0.0	0.0	0.0	2.0	0.0000000000	False
language in the sense	0.0	0.0	0.0	2.0	0.0000000000	False
smaller set of operations	0.0	0.0	0.0	2.0	0.0000000000	False
features of the language	0.0	0.0	0.0	2.0	0.0000000000	False
divide up the language	0.0	0.0	0.0	2.0	0.0000000000	False
large sort of extensions	0.0	0.0	0.0	2.0	0.0000000000	False
kernel any way run	0.0	0.0	0.0	2.0	0.0000000000	False
run on all machines	0.0	0.0	0.0	2.0	0.0000000000	False
subsets and their reasons	0.0	0.0	0.0	2.0	0.0000000000	False
portability of programs written	0.0	0.0	0.0	2.0	0.0000000000	False
important language for embedded	0.0	0.0	0.0	2.0	0.0000000000	False
language for embedded systems	0.0	0.0	0.0	2.0	0.0000000000	False
systems that control sensors	0.0	0.0	0.0	2.0	0.0000000000	False
control sensors various kinds	0.0	0.0	0.0	2.0	0.0000000000	False
affects it could affect	0.0	0.0	0.0	2.0	0.0000000000	False
program to another implementation	0.0	0.0	0.0	2.0	0.0000000000	False
feature like your programs	0.0	0.0	0.0	2.0	0.0000000000	False
right so the portability	0.0	0.0	0.0	2.0	0.0000000000	False
portability of actually programs	0.0	0.0	0.0	2.0	0.0000000000	False
divide up the study	0.0	0.0	0.0	2.0	0.0000000000	False
study of programming languages	0.0	0.0	0.0	2.0	0.0000000000	False
theory of programming languages	0.0	0.0	0.0	4.0	0.0000000000	False
general theory of programming	0.0	0.0	0.0	2.0	0.0000000000	False
programming languages is based	0.0	0.0	0.0	2.0	0.0000000000	False
based on three things	0.0	0.0	0.0	2.0	0.0000000000	False
syntax of the language	0.0	0.0	0.0	2.0	0.0000000000	True
highly simplified natural language	0.0	0.0	0.0	2.0	0.0000000000	False
right so which means	0.0	0.0	0.0	2.0	0.0000000000	False
sentences of the language	0.0	0.0	2.99633699634	10.0	0.4251968504	False
written in that language	0.0	0.0	0.0	2.0	0.0000000000	False
languageit has various parts	0.0	0.0	0.0	2.0	0.0000000000	False
languages all natural languages	0.0	0.0	0.0	2.0	0.0000000000	False
natural languages one thing	0.0	0.0	0.0	2.0	0.0000000000	False
syntactic category called predicates	0.0	0.0	0.0	2.0	0.0000000000	False
clause or a phrase	0.0	0.0	0.0	2.0	0.0000000000	False
subject too in addition	0.0	0.0	0.0	2.0	0.0000000000	False
sentence in natural language	0.0	0.0	0.0	2.0	0.0000000000	False
predicate no complete sentence	0.0	0.0	0.0	2.0	0.0000000000	False
predicate ok so run	0.0	0.0	0.0	2.0	0.0000000000	False
subject well subject phrases	0.0	0.0	0.0	2.0	0.0000000000	False
phrases may be noun	0.0	0.0	0.0	2.0	0.0000000000	False
noun phrases which means	0.0	0.0	0.0	2.0	0.0000000000	False
nouns qualified by object	0.0	0.0	0.0	2.0	0.0000000000	False
sentence of this programming	0.0	0.0	0.0	2.0	0.0000000000	False
programming language and parse	0.0	0.0	0.0	2.0	0.0000000000	False
meaning of these things	0.0	0.0	0.0	2.0	0.0000000000	False
similarities with natural language	0.0	0.0	0.0	2.0	0.0000000000	False
lot of the theory	0.0	0.0	0.0	2.0	0.0000000000	False
theory of the syntax	0.0	0.0	0.0	2.0	0.0000000000	False
syntax was actually inspired	0.0	0.0	0.0	2.0	0.0000000000	False
inspired by natural languages	0.0	0.0	0.0	2.0	0.0000000000	False
languages where the construction	0.0	0.0	0.0	2.0	0.0000000000	False
construction of artificial languages	0.0	0.0	0.0	2.0	0.0000000000	False
semantics of a programming	0.0	0.0	0.0	2.0	0.0000000000	False
study of pascal programming	0.0	0.0	0.0	2.0	0.0000000000	False
iso standard pascal reference	0.0	0.0	0.0	2.0	0.0000000000	False
reference manual by janson	0.0	0.0	0.0	2.0	0.0000000000	False
manual by janson edward	0.0	0.0	0.0	2.0	0.0000000000	False
reference manual really specifies	0.0	0.0	0.0	2.0	0.0000000000	False
effect to be expected	0.0	0.0	0.0	2.0	0.0000000000	False
executing that syntactic entity	0.0	0.0	0.0	2.0	0.0000000000	False
natural language the notion	0.0	0.0	0.0	2.0	0.0000000000	False
mathematically in a machine	0.0	0.0	0.0	2.0	0.0000000000	False
talking about this semantics	0.0	0.0	0.0	2.0	0.0000000000	False
semantics of this programming	0.0	0.0	0.0	2.0	0.0000000000	False
language we are talking	0.0	0.0	0.0	2.0	0.0000000000	False
talking about a pure	0.0	0.0	0.0	2.0	0.0000000000	False
general we are talking	0.0	0.0	0.0	2.0	0.0000000000	False
meanings in a abstract	0.0	0.0	0.0	2.0	0.0000000000	False
settings in the sense	0.0	0.0	0.0	2.0	0.0000000000	False
sense that you assume	0.0	0.0	0.0	2.0	0.0000000000	False
restrictions on the word	0.0	0.0	0.0	2.0	0.0000000000	False
restrictions on computational power	0.0	0.0	0.0	2.0	0.0000000000	False
finite number of operations	0.0	0.0	5.9978021978	6.0	0.0000000000	False
operations at any instance	0.0	0.0	0.0	2.0	0.0000000000	False
right so you assume	0.0	0.0	0.0	2.0	0.0000000000	False
semantic the programming language	0.0	0.0	0.0	2.0	0.0000000000	False
thinking of some kind	0.0	0.0	0.0	2.0	0.0000000000	False
kind of an ideal	0.0	0.0	0.0	2.0	0.0000000000	False
restrictions except one restriction	0.0	0.0	0.0	2.0	0.0000000000	False
operations can be performed	0.0	0.0	0.0	2.0	0.0000000000	False
infinite number of operations	0.0	0.0	0.0	2.0	0.0000000000	False
entity in some ideal	0.0	0.0	0.0	2.0	0.0000000000	False
constructs of the language	0.0	0.0	0.0	2.0	0.0000000000	False
language in that ideal	0.0	0.0	0.0	2.0	0.0000000000	False
independent of any machine	0.0	0.0	0.0	2.0	0.0000000000	False
language as an entity	0.0	0.0	0.0	2.0	0.0000000000	False
devoid of any machine	0.0	0.0	0.0	2.0	0.0000000000	False
general the semantics follow	0.0	0.0	0.0	2.0	0.0000000000	False
semantics follow the syntax	0.0	0.0	0.0	2.0	0.0000000000	False
semantics so the syntax	0.0	0.0	0.0	2.0	0.0000000000	False
elements and some compound	0.0	0.0	0.0	2.0	0.0000000000	False
operations they are connectives	0.0	0.0	0.0	2.0	0.0000000000	False
meanings of the connectives	0.0	0.0	0.0	2.0	0.0000000000	False
infinite set of programs	0.0	0.0	0.0	2.0	0.0000000000	False
discipline that you express	0.0	0.0	0.0	2.0	0.0000000000	False
terms of the effect	0.0	0.0	0.0	2.0	0.0000000000	False
elements of the language	0.0	0.0	0.0	4.0	0.0000000000	False
general possible to predict	0.0	0.0	0.0	2.0	0.0000000000	False
behavior of the language	0.0	0.0	0.0	2.0	0.0000000000	False
language of a program	0.0	0.0	0.0	2.0	0.0000000000	False
language unless you follow	0.0	0.0	0.0	2.0	0.0000000000	False
feature of any kind	0.0	0.0	0.0	2.0	0.0000000000	False
derivation of the meanings	0.0	0.0	0.0	2.0	0.0000000000	False
infinite number of programs	0.0	0.0	0.0	2.0	0.0000000000	False
meaning of the program	0.0	0.0	0.0	4.0	0.0000000000	False
complex elements are formed	0.0	0.0	0.0	2.0	0.0000000000	False
formed so the meaning	0.0	0.0	0.0	2.0	0.0000000000	False
terms of the meanings	0.0	0.0	0.0	2.0	0.0000000000	False
elements and the meanings	0.0	0.0	0.0	2.0	0.0000000000	False
formed a complex element	0.0	0.0	0.0	2.0	0.0000000000	False
means is that semantics	0.0	0.0	0.0	2.0	0.0000000000	False
related to the syntax	0.0	0.0	0.0	2.0	0.0000000000	False
set of allowable objects	0.0	0.0	0.0	4.0	0.0000000000	False
objects are the programs	0.0	0.0	0.0	2.0	0.0000000000	False
programs of the language	0.0	0.0	0.0	2.0	0.0000000000	False
language or the sentences	0.0	0.0	0.0	2.0	0.0000000000	False
language and the syntax	0.0	0.0	0.0	2.0	0.0000000000	False
syntax gives you finitary	0.0	0.0	0.0	2.0	0.0000000000	False
notation right the set	0.0	0.0	0.0	2.0	0.0000000000	False
right the set builder	0.0	0.0	0.0	2.0	0.0000000000	False
give a finitary specification	0.0	0.0	0.0	2.0	0.0000000000	False
program is its structure	0.0	0.0	0.0	2.0	0.0000000000	False
terms of its syntax	0.0	0.0	0.0	2.0	0.0000000000	False
syntax the finitary specification	0.0	0.0	0.0	2.0	0.0000000000	False
specification so the meaning	0.0	0.0	0.0	2.0	0.0000000000	False
semantics of a language	0.0	0.0	0.0	2.0	0.0000000000	False
sort of an ideal	0.0	0.0	0.0	2.0	0.0000000000	False
worry about machine constraints	0.0	0.0	0.0	2.0	0.0000000000	False
worry about word lengths	0.0	0.0	0.0	2.0	0.0000000000	False
worry about limits don	0.0	0.0	0.0	2.0	0.0000000000	False
worry about memory constraints	0.0	0.0	0.0	2.0	0.0000000000	False
constraints assume infinite amount	0.0	0.0	0.0	2.0	0.0000000000	False
infinite amount of memory	0.0	0.0	0.0	2.0	0.0000000000	False
features are really pragmatics	0.0	0.0	0.0	2.0	0.0000000000	False
associate a disc file	0.0	0.0	0.0	2.0	0.0000000000	False
file variable in side	0.0	0.0	0.0	2.0	0.0000000000	False
feature which will vary	0.0	0.0	0.0	2.0	0.0000000000	False
depending upon the operating	0.0	0.0	0.0	2.0	0.0000000000	False
firstly um firstly involves	0.0	0.0	0.0	2.0	0.0000000000	False
machine and architectural constraints	0.0	0.0	0.0	2.0	0.0000000000	False
maxint the maximum integer	0.0	0.0	0.0	2.0	0.0000000000	False
typically implementation dependant feature	0.0	0.0	0.0	2.0	0.0000000000	False
depends upon word length	0.0	0.0	0.0	2.0	0.0000000000	False
word length or byte	0.0	0.0	0.0	2.0	0.0000000000	False
length or byte length	0.0	0.0	0.0	2.0	0.0000000000	False
length or um byte	0.0	0.0	0.0	2.0	0.0000000000	False
two bytes for representing	0.0	0.0	0.0	2.0	0.0000000000	False
right so the value	0.0	0.0	0.0	2.0	0.0000000000	False
value of the maxint	0.0	0.0	0.0	2.0	0.0000000000	False
machine or a register	0.0	0.0	0.0	2.0	0.0000000000	False
machine um those things	0.0	0.0	0.0	2.0	0.0000000000	False
implement um those things	0.0	0.0	0.0	2.0	0.0000000000	False
things are implementation dependent	0.0	0.0	0.0	2.0	0.0000000000	False
portable we will separate	0.0	0.0	0.0	2.0	0.0000000000	False
out the basic algorithms	0.0	0.0	0.0	2.0	0.0000000000	False
basic algorithms of implementation	0.0	0.0	0.0	2.0	0.0000000000	False
nature of the implementation	0.0	0.0	0.0	2.0	0.0000000000	False
features the actual code	0.0	0.0	0.0	2.0	0.0000000000	False
nature of the input	0.0	0.0	0.0	2.0	0.0000000000	False
file based terminal based	0.0	0.0	0.0	2.0	0.0000000000	False
based terminal based sensor	0.0	0.0	0.0	2.0	0.0000000000	False
terminal based sensor based	0.0	0.0	0.0	2.0	0.0000000000	False
includes the file server	0.0	0.0	0.0	2.0	0.0000000000	False
server how the language	0.0	0.0	0.0	2.0	0.0000000000	False
language has to interact	0.0	0.0	0.0	4.0	0.0000000000	False
interact with the file	0.0	0.0	0.0	2.0	0.0000000000	False
general with the directory	0.0	0.0	0.0	2.0	0.0000000000	False
service of the machine	0.0	0.0	0.0	2.0	0.0000000000	False
errors and by errors	0.0	0.0	0.0	2.0	0.0000000000	False
errors i mean errors	0.0	0.0	0.0	2.0	0.0000000000	False
errors written by errors	0.0	0.0	0.0	2.0	0.0000000000	False
written by errors introduced	0.0	0.0	0.0	2.0	0.0000000000	False
errors introduced by users	0.0	0.0	0.0	2.0	0.0000000000	False
users in their programs	0.0	0.0	0.0	2.0	0.0000000000	False
errors as a blanket	0.0	0.0	0.0	2.0	0.0000000000	False
nature of the error	0.0	0.0	0.0	2.0	0.0000000000	False
throw out the program	0.0	0.0	0.0	2.0	0.0000000000	False
out all the errors	0.0	0.0	0.0	2.0	0.0000000000	False
errors in the program	0.0	0.0	0.0	2.0	0.0000000000	False
things that are errors	0.0	0.0	0.0	2.0	0.0000000000	False
amount of compilation effort	0.0	0.0	0.0	2.0	0.0000000000	False
decent error reporting mechanism	0.0	0.0	0.0	2.0	0.0000000000	False
reporting mechanism some error	0.0	0.0	0.0	2.0	0.0000000000	False
mechanism some error handling	0.0	0.0	0.0	2.0	0.0000000000	False
policy and different languages	0.0	0.0	0.0	2.0	0.0000000000	False
implementations take different attitudes	0.0	0.0	0.0	2.0	0.0000000000	False
study all three issues	0.0	0.0	0.0	2.0	0.0000000000	False
semantic and pragmatic issues	0.0	0.0	0.0	2.0	0.0000000000	False
issues will closely depend	0.0	0.0	0.0	2.0	0.0000000000	False
depend upon the syntax	0.0	0.0	0.0	4.0	0.0000000000	False
preferable that they depend	0.0	0.0	0.0	2.0	0.0000000000	False
possibly an abstract object	0.0	0.0	0.0	2.0	0.0000000000	False
century attitude towards numbers	0.0	0.0	0.0	2.0	0.0000000000	False
conception of the mind	0.0	0.0	0.0	2.0	0.0000000000	False
representation in the form	0.0	0.0	0.0	2.0	0.0000000000	False
representing the same number	0.0	0.0	0.0	2.0	0.0000000000	False
hexadecimal and i hope	0.0	0.0	0.0	2.0	0.0000000000	False
representations of the number	0.0	0.0	0.0	2.0	0.0000000000	False
differs from the theonagri	0.0	0.0	0.0	2.0	0.0000000000	False
representation in the sense	0.0	0.0	0.0	2.0	0.0000000000	False
sense that the characters	0.0	0.0	0.0	2.0	0.0000000000	False
positional representation of numbers	0.0	0.0	0.0	2.0	0.0000000000	False
unified by the fact	0.0	0.0	0.0	2.0	0.0000000000	False
