keyphrase	tfidf	cuewords	localspan	cscore	dispersion	keyword
algorithm or lanbask algorithm	0.0	0.0	0.0	2.0	0.0000000000	False
basically got an exception	0.0	0.0	0.0	2.0	0.0000000000	False
window right the non	0.0	0.0	0.0	2.0	0.0000000000	False
right the non convexity	0.0	0.0	0.0	2.0	0.0000000000	False
convexity of the window	0.0	0.0	0.0	2.0	0.0000000000	False
clipping against the convex	0.0	0.0	0.0	2.0	0.0000000000	False
sort of a notion	0.0	0.0	0.0	2.0	0.0000000000	False
notion of each edge	0.0	0.0	0.0	2.0	0.0000000000	False
edge of the convex	0.0	0.0	0.0	2.0	0.0000000000	False
sort of a clipper	0.0	0.0	0.0	2.0	0.0000000000	False
inside or one side	0.0	0.0	0.0	2.0	0.0000000000	False
side of that edge	0.0	0.0	0.0	2.0	0.0000000000	False
apply a similar concept	0.0	0.0	0.0	2.0	0.0000000000	False
concept where the edge	0.0	0.0	0.0	2.0	0.0000000000	False
edge of the window	0.0	0.0	7.99588477366	10.0	0.3342618384	False
acts like a clipper	0.0	0.0	0.0	2.0	0.0000000000	False
right considering each edge	0.0	0.0	0.0	2.0	0.0000000000	False
acts as a clipper	0.0	0.0	0.0	2.0	0.0000000000	False
clipped against this rectangular	0.0	0.0	0.0	2.0	0.0000000000	False
clipping against that edge	0.0	0.0	0.0	2.0	0.0000000000	False
defined to the edge	0.0	0.0	0.0	2.0	0.0000000000	False
edge may be left	0.0	0.0	0.0	2.0	0.0000000000	False
basically take this polygon	0.0	0.0	0.0	2.0	0.0000000000	False
right so this portion	0.0	0.0	0.0	2.0	0.0000000000	False
potion of this clipper	0.0	0.0	0.0	2.0	0.0000000000	False
clipper and this portion	0.0	0.0	0.0	2.0	0.0000000000	False
portion is the inside	0.0	0.0	0.0	2.0	0.0000000000	False
portion of the clipper	0.0	0.0	0.0	2.0	0.0000000000	False
polygon after having clipped	0.0	0.0	0.0	2.0	0.0000000000	False
clipped against the edge	0.0	0.0	0.0	2.0	0.0000000000	False
succession for all edges	0.0	0.0	0.0	2.0	0.0000000000	False
edges from the window	0.0	0.0	0.0	2.0	0.0000000000	False
apply again this edge	0.0	0.0	0.0	2.0	0.0000000000	False
chops of this part	0.0	0.0	0.0	2.0	0.0000000000	False
chops of the left	0.0	0.0	0.0	2.0	0.0000000000	False
window as a clipper	0.0	0.0	0.0	2.0	0.0000000000	False
clipper at the end	0.0	0.0	0.0	2.0	0.0000000000	False
right so now lets	0.0	0.0	0.0	4.0	0.0000000000	False
diagram as an approach	0.0	0.0	0.0	2.0	0.0000000000	False
polygon to be clipped	0.0	0.0	0.0	2.0	0.0000000000	False
clipped given as series	0.0	0.0	0.0	2.0	0.0000000000	False
points right ordered points	0.0	0.0	0.0	2.0	0.0000000000	False
right and a polygon	0.0	0.0	0.0	2.0	0.0000000000	False
basically a pair define	0.0	0.0	0.0	2.0	0.0000000000	False
right and since polygon	0.0	0.0	0.0	2.0	0.0000000000	False
polygon is the close	0.0	0.0	0.0	2.0	0.0000000000	False
right from the sequence	0.0	0.0	0.0	2.0	0.0000000000	False
process all the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
edges right in succession	0.0	0.0	0.0	2.0	0.0000000000	False
succession against the window	0.0	0.0	0.0	2.0	0.0000000000	False
polygon the input polygon	0.0	0.0	0.0	2.0	0.0000000000	False
pairs of this vis	0.0	0.0	0.0	2.0	0.0000000000	False
vis defining the edges	0.0	0.0	0.0	2.0	0.0000000000	False
set of points define	0.0	0.0	0.0	2.0	0.0000000000	False
exhausted all the window	0.0	0.0	0.0	2.0	0.0000000000	False
right as a process	0.0	0.0	0.0	2.0	0.0000000000	False
edge of the polygon	0.0	0.0	0.0	4.0	0.0000000000	False
polygon against a window	0.0	0.0	0.0	2.0	0.0000000000	False
right so in fact	0.0	0.0	0.0	2.0	0.0000000000	False
create a new set	0.0	0.0	0.0	2.0	0.0000000000	False
points which are referred	0.0	0.0	0.0	2.0	0.0000000000	False
point or two point	0.0	0.0	0.0	2.0	0.0000000000	False
point right after performing	0.0	0.0	0.0	2.0	0.0000000000	False
clipping of an edge	0.0	0.0	0.0	2.0	0.0000000000	False
polygon against the window	0.0	0.0	0.0	2.0	0.0000000000	False
edge right actually happen	0.0	0.0	0.0	2.0	0.0000000000	False
recovered by four cases	0.0	0.0	0.0	2.0	0.0000000000	False
included in my series	0.0	0.0	0.0	2.0	0.0000000000	False
define a new polygon	0.0	0.0	0.0	2.0	0.0000000000	False
vertex of the polygon	0.0	0.0	0.0	4.0	0.0000000000	False
point for the edge	0.0	0.0	0.0	2.0	0.0000000000	False
ending point or ending	0.0	0.0	0.0	2.0	0.0000000000	False
point or ending vertex	0.0	0.0	0.0	2.0	0.0000000000	False
vertex of the intersection	0.0	0.0	0.0	2.0	0.0000000000	False
intersection now i define	0.0	0.0	0.0	2.0	0.0000000000	False
result from the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
polygon edge and window	0.0	0.0	0.0	2.0	0.0000000000	False
edge and window edge	0.0	0.0	0.0	2.0	0.0000000000	False
intersection of this polygon	0.0	0.0	0.0	2.0	0.0000000000	False
edge with the window	0.0	0.0	0.0	4.0	0.0000000000	False
intersection which i define	0.0	0.0	0.0	2.0	0.0000000000	False
confuse with the subscript	0.0	0.0	0.0	2.0	0.0000000000	False
declare as the output	0.0	0.0	0.0	2.0	0.0000000000	False
output from the case	0.0	0.0	0.0	2.0	0.0000000000	False
polygon of my interest	0.0	0.0	0.0	2.0	0.0000000000	False
interest right now lets	0.0	0.0	0.0	2.0	0.0000000000	False
right which would intend	0.0	0.0	0.0	2.0	0.0000000000	False
output right zero point	0.0	0.0	0.0	2.0	0.0000000000	False
point or one output	0.0	0.0	0.0	2.0	0.0000000000	False
output or two output	0.0	0.0	0.0	2.0	0.0000000000	False
output right two points	0.0	0.0	0.0	2.0	0.0000000000	False
points for the output	0.0	0.0	0.0	2.0	0.0000000000	False
case one so case	0.0	0.0	0.0	2.0	0.0000000000	False
case one i define	0.0	0.0	0.0	2.0	0.0000000000	False
define it as remember	0.0	0.0	0.0	2.0	0.0000000000	False
kind of a shape	0.0	0.0	0.0	2.0	0.0000000000	False
case where the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
inside the window edge	0.0	0.0	5.99670781893	8.0	0.5454545455	False
drawn in blue right	0.0	0.0	0.0	2.0	0.0000000000	False
respect to this window	0.0	0.0	0.0	4.0	0.0000000000	False
polygon edge in question	0.0	0.0	0.0	2.0	0.0000000000	False
right and this edge	0.0	0.0	0.0	2.0	0.0000000000	False
related to the rest	0.0	0.0	0.0	2.0	0.0000000000	False
rest of the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
polygon in some fashion	0.0	0.0	0.0	2.0	0.0000000000	False
analyze these two end	0.0	0.0	0.0	2.0	0.0000000000	False
observe that the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
side of the window	0.0	0.0	0.0	2.0	0.0000000000	False
window edge that means	0.0	0.0	0.0	2.0	0.0000000000	False
right then i output	0.0	0.0	0.0	4.0	0.0000000000	False
test of the resulting	0.0	0.0	0.0	2.0	0.0000000000	False
polygon meaning i assign	0.0	0.0	0.0	2.0	0.0000000000	False
right and iam increment	0.0	0.0	0.0	2.0	0.0000000000	False
series of the points	0.0	0.0	0.0	2.0	0.0000000000	False
defining why output polygon	0.0	0.0	0.0	2.0	0.0000000000	False
edge the next case	0.0	0.0	0.0	2.0	0.0000000000	False
polygon edge crosses window	0.0	0.0	0.0	4.0	0.0000000000	False
edge crosses window edge	0.0	0.0	0.0	4.0	0.0000000000	False
right going out means	0.0	0.0	0.0	2.0	0.0000000000	False
cross the window edge	0.0	0.0	0.0	2.0	0.0000000000	False
intersection with the window	0.0	0.0	0.0	2.0	0.0000000000	False
right so i find	0.0	0.0	0.0	2.0	0.0000000000	False
find out this point	0.0	0.0	0.0	2.0	0.0000000000	False
output for the point	0.0	0.0	0.0	2.0	0.0000000000	False
edge then i give	0.0	0.0	0.0	2.0	0.0000000000	False
output for the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
case which is left	0.0	0.0	0.0	2.0	0.0000000000	False
intersection of this edge	0.0	0.0	0.0	2.0	0.0000000000	False
case i would output	0.0	0.0	0.0	2.0	0.0000000000	False
vertices of the polygon	0.0	0.0	0.0	4.0	0.0000000000	False
basically means that assign	0.0	0.0	0.0	2.0	0.0000000000	False
polygon as a collection	0.0	0.0	0.0	2.0	0.0000000000	False
collection of my vertices	0.0	0.0	0.0	2.0	0.0000000000	False
sequence of this points	0.0	0.0	0.0	2.0	0.0000000000	False
definition of my polygon	0.0	0.0	0.0	4.0	0.0000000000	False
collection of a sorted	0.0	0.0	0.0	2.0	0.0000000000	False
order of this points	0.0	0.0	0.0	2.0	0.0000000000	False
window to be convex	0.0	0.0	0.0	2.0	0.0000000000	False
polygon any simple polygon	0.0	0.0	0.0	2.0	0.0000000000	False
region to be convex	0.0	0.0	0.0	2.0	0.0000000000	False
right and we analyze	0.0	0.0	0.0	2.0	0.0000000000	False
output appropriately the points	0.0	0.0	0.0	2.0	0.0000000000	False
points to be considered	0.0	0.0	0.0	2.0	0.0000000000	False
considered as the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
clipper the top edge	0.0	0.0	0.0	2.0	0.0000000000	False
inside right totally inside	0.0	0.0	0.0	2.0	0.0000000000	False
respect to the window	0.0	0.0	0.0	4.0	0.0000000000	False
basically considering with respect	0.0	0.0	0.0	2.0	0.0000000000	False
respect to the edge	0.0	0.0	0.0	2.0	0.0000000000	False
edge so this remember	0.0	0.0	0.0	2.0	0.0000000000	False
remember this outside inside	0.0	0.0	0.0	2.0	0.0000000000	False
operation is with respect	0.0	0.0	0.0	2.0	0.0000000000	False
respect to that window	0.0	0.0	0.0	2.0	0.0000000000	False
right so i output	0.0	0.0	0.0	4.0	0.0000000000	False
window edge i output	0.0	0.0	0.0	2.0	0.0000000000	False
basically change the suffixes	0.0	0.0	0.0	2.0	0.0000000000	False
four t five right	0.0	0.0	0.0	2.0	0.0000000000	False
edge all the points	0.0	0.0	0.0	2.0	0.0000000000	False
points are inside right	0.0	0.0	0.0	2.0	0.0000000000	False
two i will output	0.0	0.0	0.0	2.0	0.0000000000	False
change the respective suffixes	0.0	0.0	0.0	2.0	0.0000000000	False
edge right all points	0.0	0.0	0.0	2.0	0.0000000000	False
respect to this vertices	0.0	0.0	0.0	2.0	0.0000000000	False
numbering changes the enumeration	0.0	0.0	0.0	2.0	0.0000000000	False
four v five right	0.0	0.0	0.0	2.0	0.0000000000	False
interesting things are happening	0.0	0.0	0.0	2.0	0.0000000000	False
happening so i start	0.0	0.0	0.0	2.0	0.0000000000	False
inside right i find	0.0	0.0	0.0	2.0	0.0000000000	False
right and i output	0.0	0.0	0.0	2.0	0.0000000000	False
inside find the point	0.0	0.0	0.0	2.0	0.0000000000	False
right and the idea	0.0	0.0	0.0	2.0	0.0000000000	False
case of the line	0.0	0.0	0.0	2.0	0.0000000000	False
clipping is being reused	0.0	0.0	0.0	2.0	0.0000000000	False
right so this inside	0.0	0.0	0.0	2.0	0.0000000000	False
polygon for various reasons	0.0	0.0	0.0	2.0	0.0000000000	False
sort of a degeneration	0.0	0.0	0.0	2.0	0.0000000000	False
shading of the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
modification to this algorithm	0.0	0.0	0.0	2.0	0.0000000000	False
sequence of w points	0.0	0.0	0.0	2.0	0.0000000000	False
fragmentation but that fragmentation	0.0	0.0	0.0	2.0	0.0000000000	False
fragmentation is actually requires	0.0	0.0	0.0	2.0	0.0000000000	False
requires much more book	0.0	0.0	0.0	2.0	0.0000000000	False
keeping right in order	0.0	0.0	0.0	2.0	0.0000000000	False
algorithm when we talk	0.0	0.0	0.0	2.0	0.0000000000	False
talk about hidden surface	0.0	0.0	0.0	2.0	0.0000000000	False
inconjection with hidden surface	0.0	0.0	0.0	2.0	0.0000000000	False
elimination and the algorithm	0.0	0.0	0.0	2.0	0.0000000000	False
modify this southern sutherland	0.0	0.0	0.0	2.0	0.0000000000	False
southern sutherland hodgman algorithm	0.0	0.0	0.0	2.0	0.0000000000	False
basically looked at drawing	0.0	0.0	0.0	2.0	0.0000000000	False
looked at drawing algorithms	0.0	0.0	0.0	2.0	0.0000000000	False
drawing algorithms for lines	0.0	0.0	0.0	2.0	0.0000000000	False
algorithms for lines drawing	0.0	0.0	0.0	2.0	0.0000000000	False
drawing algorithm for circle	0.0	0.0	0.0	2.0	0.0000000000	False
algorithm for circle ellipse	0.0	0.0	0.0	2.0	0.0000000000	False
right but we havent	0.0	0.0	0.0	2.0	0.0000000000	False
drawing of a polygon	0.0	0.0	0.0	2.0	0.0000000000	False
drawing basically a line	0.0	0.0	0.0	2.0	0.0000000000	False
basically a line drawing	0.0	0.0	0.0	2.0	0.0000000000	False
sustains set of connected	0.0	0.0	0.0	2.0	0.0000000000	False
set of connected points	0.0	0.0	0.0	2.0	0.0000000000	False
points through this edges	0.0	0.0	0.0	2.0	0.0000000000	False
plot of each edge	0.0	0.0	0.0	2.0	0.0000000000	False
edge right using line	0.0	0.0	0.0	2.0	0.0000000000	False
right using line drawing	0.0	0.0	0.0	2.0	0.0000000000	False
feeling of that polygon	0.0	0.0	0.0	2.0	0.0000000000	False
sort of a drawing	0.0	0.0	0.0	2.0	0.0000000000	False
polygon with some color	0.0	0.0	0.0	2.0	0.0000000000	False
collection of line drawing	0.0	0.0	0.0	2.0	0.0000000000	False
drawing doing the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
polygon edges for drawing	0.0	0.0	0.0	2.0	0.0000000000	False
sort of a wire	0.0	0.0	0.0	2.0	0.0000000000	False
display of the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
address the polygon display	0.0	0.0	0.0	2.0	0.0000000000	False
polygon display using filling	0.0	0.0	0.0	2.0	0.0000000000	False
conversion of the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
pixels of the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
converted into some value	0.0	0.0	0.0	2.0	0.0000000000	False
basically for drawing polygons	0.0	0.0	0.0	2.0	0.0000000000	False
drawing polygons using filling	0.0	0.0	0.0	2.0	0.0000000000	False
examples of filled polygons	0.0	0.0	0.0	2.0	0.0000000000	False
irrespective whether a polygon	0.0	0.0	0.0	2.0	0.0000000000	False
replicate my triangle filling	0.0	0.0	0.0	2.0	0.0000000000	False
algorithm right so lets	0.0	0.0	0.0	2.0	0.0000000000	False
pixel which is inside	0.0	0.0	0.0	2.0	0.0000000000	False
out that this pixel	0.0	0.0	0.0	2.0	0.0000000000	False
assign the desired attributes	0.0	0.0	0.0	2.0	0.0000000000	False
desired attributes of color	0.0	0.0	0.0	2.0	0.0000000000	False
attribute to this pixel	0.0	0.0	0.0	2.0	0.0000000000	False
right so the question	0.0	0.0	0.0	2.0	0.0000000000	False
right in other words	0.0	0.0	0.0	2.0	0.0000000000	False
words is a matter	0.0	0.0	0.0	2.0	0.0000000000	False
containment test of points	0.0	0.0	0.0	2.0	0.0000000000	False
points or the pixels	0.0	0.0	0.0	2.0	0.0000000000	False
triangle i just give	0.0	0.0	0.0	2.0	0.0000000000	False
give the necessary attributes	0.0	0.0	0.0	2.0	0.0000000000	False
attributes of this plane	0.0	0.0	0.0	2.0	0.0000000000	False
right if i define	0.0	0.0	0.0	2.0	0.0000000000	False
answer that with respect	0.0	0.0	0.0	2.0	0.0000000000	False
color to that pixel	0.0	0.0	0.0	2.0	0.0000000000	False
triangle i just discard	0.0	0.0	0.0	2.0	0.0000000000	False
start with all pixels	0.0	0.0	0.0	2.0	0.0000000000	False
pixels in this screen	0.0	0.0	0.0	2.0	0.0000000000	False
basically bound your area	0.0	0.0	0.0	2.0	0.0000000000	False
minmax of the points	0.0	0.0	0.0	2.0	0.0000000000	False
create a virtual window	0.0	0.0	0.0	2.0	0.0000000000	False
conversion of that window	0.0	0.0	0.0	2.0	0.0000000000	False
sort of a extend	0.0	0.0	0.0	2.0	0.0000000000	False
right which is defined	0.0	0.0	0.0	2.0	0.0000000000	False
defined around that triangle	0.0	0.0	0.0	2.0	0.0000000000	False
right and this sort	0.0	0.0	0.0	2.0	0.0000000000	False
sort of also explode	0.0	0.0	0.0	2.0	0.0000000000	False
fact that this scans	0.0	0.0	0.0	2.0	0.0000000000	False
scans are horizontal right	0.0	0.0	0.0	2.0	0.0000000000	False
coherence along the scan	0.0	0.0	0.0	2.0	0.0000000000	False
extremes of that scan	0.0	0.0	0.0	2.0	0.0000000000	False
point which are spanned	0.0	0.0	0.0	2.0	0.0000000000	False
line can be colored	0.0	0.0	0.0	2.0	0.0000000000	False
right what it turn	0.0	0.0	0.0	2.0	0.0000000000	False
turn what in turn	0.0	0.0	0.0	2.0	0.0000000000	False
find out an extend	0.0	0.0	0.0	2.0	0.0000000000	False
referred to scan line	0.0	0.0	0.0	2.0	0.0000000000	False
basically a horizontal line	0.0	0.0	0.0	2.0	0.0000000000	False
horizontal line with respect	0.0	0.0	0.0	2.0	0.0000000000	False
convert around this triangle	0.0	0.0	0.0	2.0	0.0000000000	False
scan line i find	0.0	0.0	0.0	2.0	0.0000000000	False
intersection of this scan	0.0	0.0	0.0	2.0	0.0000000000	False
scan line with respect	0.0	0.0	0.0	2.0	0.0000000000	False
respect to this edge	0.0	0.0	0.0	4.0	0.0000000000	False
edge and this edge	0.0	0.0	3.9975308642	6.0	0.0000000000	False
assign a one color	0.0	0.0	0.0	2.0	0.0000000000	False
line i can cover	0.0	0.0	0.0	2.0	0.0000000000	False
cover like this right	0.0	0.0	0.0	2.0	0.0000000000	False
find out the point	0.0	0.0	0.0	2.0	0.0000000000	False
intersection explicitly with respect	0.0	0.0	0.0	2.0	0.0000000000	False
thing that could turn	0.0	0.0	0.0	2.0	0.0000000000	False
knowledge of the edge	0.0	0.0	0.0	2.0	0.0000000000	False
slope right the edge	0.0	0.0	0.0	2.0	0.0000000000	False
right the edge slope	0.0	0.0	0.0	2.0	0.0000000000	False
slope can actually give	0.0	0.0	0.0	2.0	0.0000000000	False
knowledge while doing line	0.0	0.0	0.0	2.0	0.0000000000	False
drawing bresenharms or midpoing	0.0	0.0	0.0	2.0	0.0000000000	False
bresenharms or midpoing algorithm	0.0	0.0	0.0	2.0	0.0000000000	False
right using the slope	0.0	0.0	0.0	2.0	0.0000000000	False
slope of this edge	0.0	0.0	0.0	4.0	0.0000000000	False
point using the slope	0.0	0.0	0.0	2.0	0.0000000000	False
two extremes the rest	0.0	0.0	0.0	2.0	0.0000000000	False
right the only thing	0.0	0.0	0.0	2.0	0.0000000000	False
basically between this edge	0.0	0.0	0.0	2.0	0.0000000000	False
scan by scan finding	0.0	0.0	0.0	2.0	0.0000000000	False
out the two extremes	0.0	0.0	0.0	2.0	0.0000000000	False
information from edge slopes	0.0	0.0	0.0	2.0	0.0000000000	False
first scan line yah	0.0	0.0	0.0	2.0	0.0000000000	False
window around this right	0.0	0.0	0.0	2.0	0.0000000000	False
finding out the minmax	0.0	0.0	0.0	2.0	0.0000000000	False
minmax of this area	0.0	0.0	0.0	2.0	0.0000000000	False
top of the window	0.0	0.0	0.0	2.0	0.0000000000	False
right now the question	0.0	0.0	0.0	2.0	0.0000000000	False
filling algorithm by decomposing	0.0	0.0	0.0	2.0	0.0000000000	False
general polygon simple polygon	0.0	0.0	0.0	2.0	0.0000000000	False
polygon simple polygon general	0.0	0.0	0.0	2.0	0.0000000000	False
simple polygon general simple	0.0	0.0	0.0	2.0	0.0000000000	False
polygon general simple polygon	0.0	0.0	0.0	2.0	0.0000000000	False
general simple polygon convex	0.0	0.0	0.0	2.0	0.0000000000	False
right which is non	0.0	0.0	0.0	2.0	0.0000000000	False
scan line in question	0.0	0.0	0.0	2.0	0.0000000000	False
intercepted by this pixels	0.0	0.0	0.0	2.0	0.0000000000	False
pixels by this scan	0.0	0.0	0.0	2.0	0.0000000000	False
scan line or inside	0.0	0.0	0.0	2.0	0.0000000000	False
sinerio can i device	0.0	0.0	0.0	2.0	0.0000000000	False
point outside the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
basically do all checks	0.0	0.0	0.0	2.0	0.0000000000	False
intersections right this point	0.0	0.0	0.0	2.0	0.0000000000	False
line with the edges	0.0	0.0	0.0	2.0	0.0000000000	False
right in some sense	0.0	0.0	0.0	2.0	0.0000000000	False
find out the segments	0.0	0.0	0.0	2.0	0.0000000000	False
segment is odd fill	0.0	0.0	0.0	2.0	0.0000000000	False
fill it the segment	0.0	0.0	0.0	2.0	0.0000000000	False
dont fill it simple	0.0	0.0	0.0	2.0	0.0000000000	False
apply the same parity	0.0	0.0	0.0	2.0	0.0000000000	False
display only this part	0.0	0.0	0.0	2.0	0.0000000000	False
give you a modification	0.0	0.0	0.0	2.0	0.0000000000	False
modification to the algorithm	0.0	0.0	0.0	2.0	0.0000000000	False
right duplicate this point	0.0	0.0	0.0	2.0	0.0000000000	False
duplicate this point means	0.0	0.0	0.0	2.0	0.0000000000	False
virtually added a segment	0.0	0.0	0.0	2.0	0.0000000000	False
right there i dont	0.0	0.0	0.0	2.0	0.0000000000	False
intersection with a vertex	0.0	0.0	0.0	2.0	0.0000000000	False
vertex for the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
duplicated i dont plot	0.0	0.0	0.0	2.0	0.0000000000	False
plot at this point	0.0	0.0	0.0	2.0	0.0000000000	False
point but i plot	0.0	0.0	0.0	2.0	0.0000000000	False
minimum or a maximum	0.0	0.0	0.0	2.0	0.0000000000	False
vertex of the incident	0.0	0.0	0.0	2.0	0.0000000000	False
edges on that point	0.0	0.0	0.0	2.0	0.0000000000	False
point then i duplicate	0.0	0.0	0.0	2.0	0.0000000000	False
right and if yah	0.0	0.0	0.0	2.0	0.0000000000	False
back to this case	0.0	0.0	0.0	2.0	0.0000000000	False
right minimum in terms	0.0	0.0	0.0	2.0	0.0000000000	False
edges at this point	0.0	0.0	0.0	2.0	0.0000000000	False
right for this case	0.0	0.0	0.0	2.0	0.0000000000	False
minimum for this case	0.0	0.0	0.0	2.0	0.0000000000	False
intersects to a vertex	0.0	0.0	0.0	2.0	0.0000000000	False
right but the rest	0.0	0.0	0.0	2.0	0.0000000000	False
right i just label	0.0	0.0	0.0	2.0	0.0000000000	False
segments to be drawn	0.0	0.0	0.0	2.0	0.0000000000	False
basically when we fill	0.0	0.0	0.0	2.0	0.0000000000	False
percents some way grow	0.0	0.0	0.0	2.0	0.0000000000	False
point using the neighborhood	0.0	0.0	0.0	2.0	0.0000000000	False
information around that point	0.0	0.0	0.0	2.0	0.0000000000	False
question to the neighbors	0.0	0.0	0.0	2.0	0.0000000000	False
neighbors right and propagate	0.0	0.0	0.0	2.0	0.0000000000	False
right and the propagation	0.0	0.0	0.0	2.0	0.0000000000	False
boundary line boundary edges	0.0	0.0	0.0	2.0	0.0000000000	False
edges of the region	0.0	0.0	0.0	2.0	0.0000000000	False
black points are showing	0.0	0.0	0.0	2.0	0.0000000000	False
boundary of the polygon	0.0	0.0	0.0	2.0	0.0000000000	False
seat which is plotted	0.0	0.0	0.0	2.0	0.0000000000	False
establish at this point	0.0	0.0	0.0	2.0	0.0000000000	False
neighborhood of this point	0.0	0.0	0.0	2.0	0.0000000000	False
point right so neighborhood	0.0	0.0	0.0	2.0	0.0000000000	False
ways here iam talking	0.0	0.0	0.0	2.0	0.0000000000	False
talking about the left	0.0	0.0	0.0	2.0	0.0000000000	False
